Unnamed: 0,participant,snapshot,bustersAgents.py_compiles,inference.py_compiles,bustersAgents.py_length,inference.py_length,q4_points,q6_points,q1_points,q5_points,q7_points,q2_points,q3_points,total_points,total_points_max,Prediction,Diff
371,P8,8,1,1,6891,20655,0,0,0,0,0,0,0,0,0,,
372,P8,9,1,1,6891,20688,0,0,0,0,0,0,0,0,0,,
373,P8,10,1,1,6891,20739,0,0,0,0,0,0,0,0,0,,
374,P8,11,1,1,6891,20777,0,0,0,0,0,0,0,0,0,,
375,P8,12,1,1,6891,20810,0,0,0,0,0,0,0,0,0,,
376,P9,0,1,1,6891,19913,0,0,0,0,0,0,0,0,0,,
377,P9,1,1,1,6921,19924,0,0,0,0,0,0,0,0,0,,
378,P9,2,1,1,6921,20123,0,0,0,0,0,0,0,0,0,,
379,P9,3,1,0,6921,20463,0,0,0,0,0,0,0,0,0,,
380,P9,4,1,0,6921,20463,0,0,0,0,0,0,0,0,0,,
381,P9,5,1,0,6921,20463,0,0,0,0,0,0,0,0,0,,
382,P9,6,1,0,6921,20505,0,0,0,0,0,0,0,0,0,,
383,P9,7,1,0,6921,20796,0,0,0,0,0,0,0,0,0,,
384,P9,8,1,0,6921,20796,0,0,0,0,0,0,0,0,0,,
385,P9,10,1,0,6921,21006,0,0,0,0,0,0,0,0,0,,
386,P9,11,1,0,6921,21242,0,0,0,0,0,0,0,0,0,,
387,P9,12,1,0,6921,21409,0,0,0,0,0,0,0,0,0,,
388,P9,13,1,0,6921,21409,0,0,0,0,0,0,0,0,0,,
389,P9,14,1,0,6921,21419,0,0,0,0,0,0,0,0,0,,
